1,30%,control,control
2,probability of success,control,control
3,62%,probability of success,67%
4,67%,probability of success,probability of success

,Outcomes,Arm 1,Arm 2
0,intervention,brimonidine,81.8%
1,clinical success rate,no,no
2,86.2%,no,no
3,81.8%,no,no
4,no,timolol,timolol

,Outcomes,Arm 1,Arm 2
0,intervention,350- and,11%
1,serous choroidal effusion,11%,11%
2,16%,corneal or corneal graft edema,corneal or corneal graft edema
3,32%,11%,11%
4,strabismus,11%,11%
5,19%,11%,11%
6,anterior uveitis,11%,11%
7,14%,corneal or corneal graft edema,corneal or corneal graft edema
8,11%,corneal or corneal graft edema,corneal or corneal graft edema
9,corneal or corneal graft edema,11%,11%

,Outcomes,Arm 1,Arm 2
0,intervention,dorzolamide/timolol,2
1,mean daytime diurnal IOP,2,2
2,18.9 mmHg,2,2
3,18.4 mmHg,dorzolamide/timolol,17.5
4,latanoprost,17.4 mmHg,1
5,17.4 mmHg,2,2
6,dorzolamide/timolol,mean daytime diurnal IOP,17.5
7,17.5,2,2
8,2,17.4 mmHg,

,Outcomes,Arm 1,Arm 2
0,intervention,MMC,5-FU
1,intraocular pressures,5-FU,5-FU
2,10.9 +/- 5.3 mmHg,60.0%,21.1%
3,MMC,,21.1%
4,14.2 +/- 5.5 mmHg,MMC,MMC
5,5-FU,60.0%,21.1%
6,less than or equal to 12 mmHg,5-FU,5-FU
7,60.0%,less than or equal to 12 mmHg,21.1%
8,21.1%,MMC,MMC

,Outcomes,Arm 1,Arm 2
0,intervention,laser group,6%
1,Eight,converted to glaucoma,converted to glaucoma
2,15%,converted to glaucoma,converted to glaucoma
3,3,converted to glaucoma,converted to glaucoma
4,6%,converted to glaucoma,converted to glaucoma
5,control group,15%,
6,converted to glaucoma,control group,control group

,Outcomes,Arm 1
0,intervention,alginate
1,blurred vision sensation,alginate
2,2 out of 74 patients,blurred vision sensation

,Outcomes,Arm 1,Arm 2
0,intervention,14 eyes,7 eyes
1,14 eyes,first,first
2,shallower anterior,first,first
3,7 eyes,first,first
4,first,group B,group B

,Outcomes,Arm 1,Arm 2
0,intervention,PCG,non-PCG
1,Responder rates,non-PCG,non-PCG
2,latanoprost,46%,57%
3,timolol,72%,
4,50%,46%,57%
5,46%,72%,Responder rates
6,72%,non-PCG,non-PCG
7,57%,72%,Responder rates
8,non-PCG,72%,

,Outcomes,Arm 1,Arm 2
0,intervention,MMC,OLO
1,mean preoperative IOP,OLO,OLO
2,26.5 (±5.2),mean preoperative IOP,mean preoperative IOP
3,27.3 (±6.0),mean preoperative IOP,mean preoperative IOP

